ID_PEDIDO,CLIENTE,ID_PRODUCTOS,PRODUCTO,FOTO_URL,ID_VENDEDOR,VENDEDOR,FOTO_VENDEDOR,CANTIDAD,PRECIO_COMPRA,PRECIO_VENTAS,FECHA_HORA
196,loreNa MarTInEz,16,Relojes de Plata con Correa de Cuero,https://festina.cl/22062-large_default/timeless-chronograph-f16760-7-con-esfera-azul.jpg,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,44,1667.47,2200,7/14/2020
197,aNa rODRigUEZ,17,Broches de Oro con Piedras Preciosas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-elegant-brooch-designs-timeless-accessories-vintage-collection-a-walk-through-history-png-image_12712617.png,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,28,216.19,300,7/15/2020
198,luis rodRIGUEZ,18,Anillos de Moda con Gemas Coloridas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-an-artistic-ring-with-colorful-stones-depicted-in-a-vector-illustration-png-image_12776160.png,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,37,1063.04,1500,7/16/2020
199,CARlos lOpEz,19,Collares de Perlas Naturales,https://yanesmadrid.com/10619-large_default/collar-bolzano-perlas-plata-dorada.jpg,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,41,757.81,950,7/17/2020
200,CARlos lOpEz,20,Cadenas de Oro con Colgantes Personalizados,https://www.joyeriasanchez.com/50236-large_default/gargantilla-visalia-personalizada-oro-18k.jpg,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,41,211.41,300,7/18/2020
201,CARlos lOpEz,1,ANilloS de ORO 18k,https://i.pinimg.com/originals/99/f6/cc/99f6cc0f226be0aa4d25ea9959e06099.png,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,29,1483.61,2000,7/19/2020
202,marta garCIa,2,aReTes de PLATA 925,https://baroqoficial.com/cdn/shop/products/Aretesdeplata925.png?v=1643904073&width=2048,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,36,1049.51,1300,7/20/2020
203,maría péRez,3,bRazaleteS de ORO BLANCO 14k,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ozli-slavomir/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,38,966.38,1200,7/21/2020
204,aNa rODRigUEZ,4,CoLLaRes de ORO AMARILLO 18k con DIAMANTES,https://img.edenly.com/pt/40/precioso-secreto-n8__8047249_1.png,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,28,938.42,1100,7/22/2020
205,lUiSA GóMeZ,5,pUlseraS de PLATA RODIADA 925,https://correos-marketplace.ams3.cdn.digitaloceanspaces.com/prod-new/uploads/correos-marketplace-shop/1/product/19490-lejvsx6d-nicte-pulsera-turquesa-de-plata-de-ley-925-pulsera-de-capas-pulsera-de-cuentas-apiladas-pulsera-delgada-para-mujeres-pulsera-de-hebras-joyeria-de-plata-2.png,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,4,1053.78,1500,7/23/2020
206,JOsé MARTINEZ,6,broches de PLATINO con PIEDRAS PRECIO$AS,https://png.pngtree.com/png-clipart/20240206/original/pngtree-jewelry-and-bijouterie-items-showcased-on-a-white-background-featuring-hairpins-png-image_14247926.png,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,32,645.7,900,7/24/2020
207,maria gArciA,7,caDEnas de ORO ROSA 10k,https://russiangold.com/78813-large_default/amarillo-italiano-14k-585-oro-nuevo-figaro-cadena-solida-cc042y.jpg,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,37,1063.04,1500,7/25/2020
208,PEDro marTInEz,8,TObilleRas de ORO AMARILLO 14k,https://www.joseluisjoyerias.com/adm/files/FOTOS/PULSERA_ORO_JOSELUIS_718SPU24FK481A19_1.webp,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,19,938.42,1100,7/26/2020
209,SARa MarTinez,9,CHARms de PLATA 925 CON INICIALES,https://www.maldonjewellery.co.uk/120085-superlarge_default_2x/dije-de-plata-de-ley-con-inicial-de-la-letra-a-en-clip-de-langosta-925-x-1-dijes-de-letras.jpg,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,21,836.75,1000,7/27/2020
210,JuaN LopEZ,10,meDalLoneS de ORO 18k CON FOTO,https://russiangold.com/111274-product_zoom/colgante-de-oro-rosa-rojo-14k-585-carretera-de-medusa-griega-cpn053r.jpg,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,21,966.38,1200,7/28/2020
211,lUiSA GóMeZ,11,Relojes de Oro Amarillo 18k,https://zlotychlopak.pl/104676-large_default/amarillo-14k-585-oro-reloj-de-pulsera-para-senora-geneve-lw078ydglbw008y.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,4,638.27,800,7/29/2020
212,Marta fErNAndez,12,Cufflinks de Plata 925,https://www.mesaregalos.mx/wp-content/uploads/2021/08/Cufflinks_20Pliage_20_20Sterling_20silver_06753810000001_STQP.png,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,42,1265.2,1800,7/30/2020
213,luis rodRIGUEZ,13,Pendientes de Diamantes en Oro Blanco 14k,https://i.pinimg.com/originals/ef/2f/1e/ef2f1e78cb0658f1626038cefbdca0f7.png,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,25,352.49,500,7/31/2020
214,ANA MartineZ,14,Anillos de Compromiso con Diamante,https://www.elrubi.es/wp-content/uploads/2019/03/Anillo-de-compromiso-con-piedra-diamante-1.png,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,4,938.42,1100,8/1/2020
215,lOREna RamIREz,15,Brazaletes de Cuero con Detalles en Plata,https://global.zancangioielli.com/11031-large_default/pulsera-zancan-de-plata-y-piel-con-pluma.jpg,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,28,572.95,800,8/2/2020
216,JOsé MARTINEZ,16,Relojes de Plata con Correa de Cuero,https://festina.cl/22062-large_default/timeless-chronograph-f16760-7-con-esfera-azul.jpg,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,32,1667.47,2200,8/3/2020
217,ANA MartineZ,17,Broches de Oro con Piedras Preciosas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-elegant-brooch-designs-timeless-accessories-vintage-collection-a-walk-through-history-png-image_12712617.png,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,34,216.19,300,8/4/2020
218,marta garCIa,18,Anillos de Moda con Gemas Coloridas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-an-artistic-ring-with-colorful-stones-depicted-in-a-vector-illustration-png-image_12776160.png,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,36,1063.04,1500,8/5/2020
219,lUIS GarCíA,19,Collares de Perlas Naturales,https://yanesmadrid.com/10619-large_default/collar-bolzano-perlas-plata-dorada.jpg,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,37,757.81,950,8/6/2020
220,ANA MartineZ,20,Cadenas de Oro con Colgantes Personalizados,https://www.joyeriasanchez.com/50236-large_default/gargantilla-visalia-personalizada-oro-18k.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,34,211.41,300,8/7/2020
221,DAviD hernandez,1,ANilloS de ORO 18k,https://i.pinimg.com/originals/99/f6/cc/99f6cc0f226be0aa4d25ea9959e06099.png,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,14,1483.61,2000,8/8/2020
222,DAviD hernandez,2,aReTes de PLATA 925,https://baroqoficial.com/cdn/shop/products/Aretesdeplata925.png?v=1643904073&width=2048,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,14,1049.51,1300,8/9/2020
223,CARLOS fErnÁnDEz,3,bRazaleteS de ORO BLANCO 14k,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ozli-slavomir/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,40,966.38,1200,8/10/2020
224,luis rodRIGUEZ,4,CoLLaRes de ORO AMARILLO 18k con DIAMANTES,https://img.edenly.com/pt/40/precioso-secreto-n8__8047249_1.png,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,25,938.42,1100,8/11/2020
225,Marta fErNAndez,5,pUlseraS de PLATA RODIADA 925,https://correos-marketplace.ams3.cdn.digitaloceanspaces.com/prod-new/uploads/correos-marketplace-shop/1/product/19490-lejvsx6d-nicte-pulsera-turquesa-de-plata-de-ley-925-pulsera-de-capas-pulsera-de-cuentas-apiladas-pulsera-delgada-para-mujeres-pulsera-de-hebras-joyeria-de-plata-2.png,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,42,1053.78,1500,8/12/2020
226,ANA MartineZ,6,broches de PLATINO con PIEDRAS PRECIO$AS,https://png.pngtree.com/png-clipart/20240206/original/pngtree-jewelry-and-bijouterie-items-showcased-on-a-white-background-featuring-hairpins-png-image_14247926.png,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,34,645.7,900,8/13/2020
227,CARLOS fErnÁnDEz,7,caDEnas de ORO ROSA 10k,https://russiangold.com/78813-large_default/amarillo-italiano-14k-585-oro-nuevo-figaro-cadena-solida-cc042y.jpg,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,40,1063.04,1500,8/14/2020
228,loreNa MarTInEz,8,TObilleRas de ORO AMARILLO 14k,https://www.joseluisjoyerias.com/adm/files/FOTOS/PULSERA_ORO_JOSELUIS_718SPU24FK481A19_1.webp,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,44,938.42,1100,8/15/2020
229,AnA lOpEZ,9,CHARms de PLATA 925 CON INICIALES,https://www.maldonjewellery.co.uk/120085-superlarge_default_2x/dije-de-plata-de-ley-con-inicial-de-la-letra-a-en-clip-de-langosta-925-x-1-dijes-de-letras.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,23,836.75,1000,8/16/2020
230,JuaN LopEZ,10,meDalLoneS de ORO 18k CON FOTO,https://russiangold.com/111274-product_zoom/colgante-de-oro-rosa-rojo-14k-585-carretera-de-medusa-griega-cpn053r.jpg,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,21,966.38,1200,8/17/2020
231,loreNa MarTInEz,11,Relojes de Oro Amarillo 18k,https://zlotychlopak.pl/104676-large_default/amarillo-14k-585-oro-reloj-de-pulsera-para-senora-geneve-lw078ydglbw008y.jpg,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,44,638.27,800,8/18/2020
232,maria gArciA,12,Cufflinks de Plata 925,https://www.mesaregalos.mx/wp-content/uploads/2021/08/Cufflinks_20Pliage_20_20Sterling_20silver_06753810000001_STQP.png,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,37,1265.2,1800,8/19/2020
233,lUiSA GóMeZ,13,Pendientes de Diamantes en Oro Blanco 14k,https://i.pinimg.com/originals/ef/2f/1e/ef2f1e78cb0658f1626038cefbdca0f7.png,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,4,352.49,500,8/20/2020
234,DAviD hernandez,14,Anillos de Compromiso con Diamante,https://www.elrubi.es/wp-content/uploads/2019/03/Anillo-de-compromiso-con-piedra-diamante-1.png,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,14,938.42,1100,8/21/2020
235,JuaN LopEZ,15,Brazaletes de Cuero con Detalles en Plata,https://global.zancangioielli.com/11031-large_default/pulsera-zancan-de-plata-y-piel-con-pluma.jpg,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,21,572.95,800,8/22/2020
236,lOREna RamIREz,16,Relojes de Plata con Correa de Cuero,https://festina.cl/22062-large_default/timeless-chronograph-f16760-7-con-esfera-azul.jpg,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,28,1667.47,2200,8/23/2020
237,Juan péRez,17,Broches de Oro con Piedras Preciosas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-elegant-brooch-designs-timeless-accessories-vintage-collection-a-walk-through-history-png-image_12712617.png,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,10,216.19,300,8/24/2020
238,AnA lOpEZ,18,Anillos de Moda con Gemas Coloridas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-an-artistic-ring-with-colorful-stones-depicted-in-a-vector-illustration-png-image_12776160.png,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,23,1063.04,1500,8/25/2020
239,Juan péRez,19,Collares de Perlas Naturales,https://yanesmadrid.com/10619-large_default/collar-bolzano-perlas-plata-dorada.jpg,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,10,757.81,950,8/26/2020
240,AnA lOpEZ,20,Cadenas de Oro con Colgantes Personalizados,https://www.joyeriasanchez.com/50236-large_default/gargantilla-visalia-personalizada-oro-18k.jpg,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,23,211.41,300,8/27/2020
241,daVid ramIREZ,1,ANilloS de ORO 18k,https://i.pinimg.com/originals/99/f6/cc/99f6cc0f226be0aa4d25ea9959e06099.png,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,45,1483.61,2000,8/28/2020
242,pEDRO GÓmez,2,aReTes de PLATA 925,https://baroqoficial.com/cdn/shop/products/Aretesdeplata925.png?v=1643904073&width=2048,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,13,1049.51,1300,8/29/2020
243,lUIS GarCíA,3,bRazaleteS de ORO BLANCO 14k,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ozli-slavomir/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,37,966.38,1200,8/30/2020
244,JOsé MARTINEZ,4,CoLLaRes de ORO AMARILLO 18k con DIAMANTES,https://img.edenly.com/pt/40/precioso-secreto-n8__8047249_1.png,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,32,938.42,1100,8/31/2020
245,CARlos lOpEz,5,pUlseraS de PLATA RODIADA 925,https://correos-marketplace.ams3.cdn.digitaloceanspaces.com/prod-new/uploads/correos-marketplace-shop/1/product/19490-lejvsx6d-nicte-pulsera-turquesa-de-plata-de-ley-925-pulsera-de-capas-pulsera-de-cuentas-apiladas-pulsera-delgada-para-mujeres-pulsera-de-hebras-joyeria-de-plata-2.png,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,29,1053.78,1500,9/1/2020
246,lUIS GarCíA,6,broches de PLATINO con PIEDRAS PRECIO$AS,https://png.pngtree.com/png-clipart/20240206/original/pngtree-jewelry-and-bijouterie-items-showcased-on-a-white-background-featuring-hairpins-png-image_14247926.png,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,37,645.7,900,9/2/2020
247,PEDro marTInEz,7,caDEnas de ORO ROSA 10k,https://russiangold.com/78813-large_default/amarillo-italiano-14k-585-oro-nuevo-figaro-cadena-solida-cc042y.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,19,1063.04,1500,9/3/2020
248,carLos RodríGuEZ,8,TObilleRas de ORO AMARILLO 14k,https://www.joseluisjoyerias.com/adm/files/FOTOS/PULSERA_ORO_JOSELUIS_718SPU24FK481A19_1.webp,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,7,938.42,1100,9/4/2020
249,Juan péRez,9,CHARms de PLATA 925 CON INICIALES,https://www.maldonjewellery.co.uk/120085-superlarge_default_2x/dije-de-plata-de-ley-con-inicial-de-la-letra-a-en-clip-de-langosta-925-x-1-dijes-de-letras.jpg,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,10,836.75,1000,9/5/2020
250,carLos RodríGuEZ,10,meDalLoneS de ORO 18k CON FOTO,https://russiangold.com/111274-product_zoom/colgante-de-oro-rosa-rojo-14k-585-carretera-de-medusa-griega-cpn053r.jpg,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,7,966.38,1200,9/6/2020
251,PEDro marTInEz,11,Relojes de Oro Amarillo 18k,https://zlotychlopak.pl/104676-large_default/amarillo-14k-585-oro-reloj-de-pulsera-para-senora-geneve-lw078ydglbw008y.jpg,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,19,638.27,800,9/7/2020
252,SARa MarTinez,12,Cufflinks de Plata 925,https://www.mesaregalos.mx/wp-content/uploads/2021/08/Cufflinks_20Pliage_20_20Sterling_20silver_06753810000001_STQP.png,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,21,1265.2,1800,9/8/2020
253,luis rodRIGUEZ,13,Pendientes de Diamantes en Oro Blanco 14k,https://i.pinimg.com/originals/ef/2f/1e/ef2f1e78cb0658f1626038cefbdca0f7.png,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,25,352.49,500,9/9/2020
254,marta garCIa,14,Anillos de Compromiso con Diamante,https://www.elrubi.es/wp-content/uploads/2019/03/Anillo-de-compromiso-con-piedra-diamante-1.png,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,36,938.42,1100,9/10/2020
255,soFíA herNANdez,15,Brazaletes de Cuero con Detalles en Plata,https://global.zancangioielli.com/11031-large_default/pulsera-zancan-de-plata-y-piel-con-pluma.jpg,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,33,572.95,800,9/11/2020
256,Juan péRez,16,Relojes de Plata con Correa de Cuero,https://festina.cl/22062-large_default/timeless-chronograph-f16760-7-con-esfera-azul.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,4,1667.47,2200,9/12/2020
257,JoSé feRnanDEZ,17,Broches de Oro con Piedras Preciosas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-elegant-brooch-designs-timeless-accessories-vintage-collection-a-walk-through-history-png-image_12712617.png,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,11,216.19,300,9/13/2020
258,ANA MartineZ,18,Anillos de Moda con Gemas Coloridas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-an-artistic-ring-with-colorful-stones-depicted-in-a-vector-illustration-png-image_12776160.png,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,4,1063.04,1500,9/14/2020
259,Marta fErNAndez,19,Collares de Perlas Naturales,https://yanesmadrid.com/10619-large_default/collar-bolzano-perlas-plata-dorada.jpg,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,42,757.81,950,9/15/2020
260,CARLOS fErnÁnDEz,20,Cadenas de Oro con Colgantes Personalizados,https://www.joyeriasanchez.com/50236-large_default/gargantilla-visalia-personalizada-oro-18k.jpg,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,40,211.41,300,9/16/2020
261,maria gArciA,1,ANilloS de ORO 18k,https://i.pinimg.com/originals/99/f6/cc/99f6cc0f226be0aa4d25ea9959e06099.png,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,41,1483.61,2000,9/17/2020
262,SARa MarTinez,2,aReTes de PLATA 925,https://baroqoficial.com/cdn/shop/products/Aretesdeplata925.png?v=1643904073&width=2048,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,21,1049.51,1300,9/18/2020
263,pEDRO GÓmez,3,bRazaleteS de ORO BLANCO 14k,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ozli-slavomir/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,13,966.38,1200,9/19/2020
264,CARlos lOpEz,4,CoLLaRes de ORO AMARILLO 18k con DIAMANTES,https://img.edenly.com/pt/40/precioso-secreto-n8__8047249_1.png,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,41,938.42,1100,9/20/2020
265,Juan péRez,5,pUlseraS de PLATA RODIADA 925,https://correos-marketplace.ams3.cdn.digitaloceanspaces.com/prod-new/uploads/correos-marketplace-shop/1/product/19490-lejvsx6d-nicte-pulsera-turquesa-de-plata-de-ley-925-pulsera-de-capas-pulsera-de-cuentas-apiladas-pulsera-delgada-para-mujeres-pulsera-de-hebras-joyeria-de-plata-2.png,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,4,1053.78,1500,9/21/2020
266,carLos RodríGuEZ,6,broches de PLATINO con PIEDRAS PRECIO$AS,https://png.pngtree.com/png-clipart/20240206/original/pngtree-jewelry-and-bijouterie-items-showcased-on-a-white-background-featuring-hairpins-png-image_14247926.png,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,7,645.7,900,9/22/2020
267,aNa rODRigUEZ,7,caDEnas de ORO ROSA 10k,https://russiangold.com/78813-large_default/amarillo-italiano-14k-585-oro-nuevo-figaro-cadena-solida-cc042y.jpg,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,28,1063.04,1500,9/23/2020
268,maria gArciA,8,TObilleRas de ORO AMARILLO 14k,https://www.joseluisjoyerias.com/adm/files/FOTOS/PULSERA_ORO_JOSELUIS_718SPU24FK481A19_1.webp,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,37,938.42,1100,9/24/2020
269,ANA MartineZ,9,CHARms de PLATA 925 CON INICIALES,https://www.maldonjewellery.co.uk/120085-superlarge_default_2x/dije-de-plata-de-ley-con-inicial-de-la-letra-a-en-clip-de-langosta-925-x-1-dijes-de-letras.jpg,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,4,836.75,1000,9/25/2020
270,daVid ramIREZ,10,meDalLoneS de ORO 18k CON FOTO,https://russiangold.com/111274-product_zoom/colgante-de-oro-rosa-rojo-14k-585-carretera-de-medusa-griega-cpn053r.jpg,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,45,966.38,1200,9/26/2020
271,pEDRO GÓmez,11,Relojes de Oro Amarillo 18k,https://zlotychlopak.pl/104676-large_default/amarillo-14k-585-oro-reloj-de-pulsera-para-senora-geneve-lw078ydglbw008y.jpg,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,13,638.27,800,9/27/2020
272,maría péRez,12,Cufflinks de Plata 925,https://www.mesaregalos.mx/wp-content/uploads/2021/08/Cufflinks_20Pliage_20_20Sterling_20silver_06753810000001_STQP.png,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,38,1265.2,1800,9/28/2020
273,lOREna RamIREz,13,Pendientes de Diamantes en Oro Blanco 14k,https://i.pinimg.com/originals/ef/2f/1e/ef2f1e78cb0658f1626038cefbdca0f7.png,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,28,352.49,500,9/29/2020
274,AnA lOpEZ,14,Anillos de Compromiso con Diamante,https://www.elrubi.es/wp-content/uploads/2019/03/Anillo-de-compromiso-con-piedra-diamante-1.png,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,23,938.42,1100,9/30/2020
275,maria gArciA,15,Brazaletes de Cuero con Detalles en Plata,https://global.zancangioielli.com/11031-large_default/pulsera-zancan-de-plata-y-piel-con-pluma.jpg,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,37,572.95,800,10/1/2020
276,daVid ramIREZ,16,Relojes de Plata con Correa de Cuero,https://festina.cl/22062-large_default/timeless-chronograph-f16760-7-con-esfera-azul.jpg,10006,Jorge Ramos,https://dl.dropbox.com/s/1f9hzgblcmuen4a/A10.png,45,1667.47,2200,10/2/2020
277,aNa rODRigUEZ,17,Broches de Oro con Piedras Preciosas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-elegant-brooch-designs-timeless-accessories-vintage-collection-a-walk-through-history-png-image_12712617.png,10007,Juan Comila,https://dl.dropbox.com/s/jveyj0btov87izo/A38.png,28,216.19,300,10/3/2020
278,AnA lOpEZ,18,Anillos de Moda con Gemas Coloridas,https://png.pngtree.com/png-vector/20240705/ourmid/pngtree-an-artistic-ring-with-colorful-stones-depicted-in-a-vector-illustration-png-image_12776160.png,10008,Juan Gabriel,https://dl.dropbox.com/s/z4geyw1u2psmm47/A16.png,23,1063.04,1500,10/4/2020
279,DAviD hernandez,19,Collares de Perlas Naturales,https://yanesmadrid.com/10619-large_default/collar-bolzano-perlas-plata-dorada.jpg,10009,Carlos Santos,https://dl.dropbox.com/s/0jkab8w6ie0h91z/A42.png,14,757.81,950,10/5/2020
280,lOREna RamIREz,20,Cadenas de Oro con Colgantes Personalizados,https://www.joyeriasanchez.com/50236-large_default/gargantilla-visalia-personalizada-oro-18k.jpg,10001,Juan Perez,https://dl.dropbox.com/s/4bz1xriny7ro04g/A40.png,28,211.41,300,10/6/2020
281,marta garCIa,1,ANilloS de ORO 18k,https://i.pinimg.com/originals/99/f6/cc/99f6cc0f226be0aa4d25ea9959e06099.png,10002,Maria Vizcaino,https://dl.dropbox.com/s/yxe96df3xrzoc4y/A44.png,36,1483.61,2000,10/7/2020
282,CARLOS fErnÁnDEz,2,aReTes de PLATA 925,https://baroqoficial.com/cdn/shop/products/Aretesdeplata925.png?v=1643904073&width=2048,10003,Ana Santana,https://dl.dropboxusercontent.com/s/2lks10yyiurw2b0/A33.png,40,1049.51,1300,10/8/2020
283,Juan péRez,3,bRazaleteS de ORO BLANCO 14k,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ozli-slavomir/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,10004,Luis Diaz,https://dl.dropbox.com/s/zgx7g0h0mxubhao/A21.png,4,966.38,1200,10/9/2020
284,AnA lOpEZ,4,CoLLaRes de ORO AMARILLO 18k con DIAMANTES,https://img.edenly.com/pt/40/precioso-secreto-n8__8047249_1.png,10005,Sofia Bergara,https://dl.dropboxusercontent.com/s/id0gj57k6z3m73q/A34.png,23,938.42,1100,10/10/2020
